PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, P573
Station name, Blackrock_CS2008
Begin Date, 2008-09-24
End Date, 2018-09-15
Release Date, 2018-12-19
Source file, P573.pbo.igs08.pos
Offset from source file, 15.16 mm North, -41.51 mm East, -29.62 mm Vertical
Reference position, 36.0930948218 North Latitude, -118.2604985541 East Longitude, 2441.39087 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-09-24,0.00, 0.00, 0.00, 9.26, 8.91, 99.07, repro,
2008-09-25,0.59, -0.12, -24.74, 1.49, 1.27, 5.5, repro,
2008-09-26,-1.41, 0.12, -27.22, 1.14, 1.05, 4.33, repro,
2008-09-27,-1.43, 0.41, -26.11, 1.42, 1.23, 5.1, repro,
2008-09-28,0.26, 0.52, -28.52, 1.33, 1.13, 4.88, repro,
2008-09-29,-0.29, -0.12, -33.19, 1.62, 1.37, 5.95, repro,
2008-09-30,-0.24, -0.20, -35.86, 1.66, 1.4, 6.01, repro,
2008-10-01,0.35, 0.80, -33.93, 1.37, 1.16, 5, repro,
2008-10-02,-0.61, 1.50, -30.74, 1.53, 1.29, 5.6, repro,
2008-10-03,0.53, -1.01, -34.08, 1.47, 1.24, 5.35, repro,
2008-10-04,-1.38, 0.96, -31.59, 1.61, 1.36, 5.91, repro,
2008-10-05,-0.53, -0.18, -28.80, 1.29, 1.1, 4.73, repro,
2008-10-06,-0.31, 0.51, -36.02, 1.28, 1.07, 4.6, repro,
2008-10-07,-0.31, -0.45, -32.21, 1.35, 1.12, 4.83, repro,
2008-10-08,-0.47, -0.06, -31.59, 1.34, 1.13, 4.86, repro,
2008-10-09,-0.79, 0.56, -32.64, 1.4, 1.19, 5.13, repro,
2008-10-10,-0.39, -0.84, -40.64, 1.34, 1.14, 4.91, repro,
2008-10-11,-1.17, -0.72, -34.42, 1.33, 1.12, 4.82, repro,
2008-10-12,-0.64, -0.50, -31.67, 1.17, 1, 4.31, repro,
2008-10-13,-0.54, 0.10, -35.74, 1.3, 1.1, 4.72, repro,
2008-10-14,-0.30, 1.25, -32.91, 1.28, 1.09, 4.67, repro,
2008-10-15,-0.60, -0.04, -36.17, 1.33, 1.1, 4.83, repro,
2008-10-16,-0.29, -0.61, -36.59, 1.29, 1.08, 4.71, repro,
2008-10-17,-0.61, -0.66, -38.68, 1.24, 1.05, 4.52, repro,
2008-10-18,-1.56, 0.14, -33.88, 1.4, 1.18, 5.1, repro,
2008-10-19,-0.22, -1.59, -32.41, 1.3, 1.09, 4.71, repro,
2008-10-20,-0.50, -1.08, -31.21, 1.28, 1.08, 4.63, repro,
2008-10-21,-0.53, -0.77, -31.80, 1.24, 1.06, 4.47, repro,
2008-10-22,-0.35, -0.76, -34.97, 1.25, 1.07, 4.54, repro,
2008-10-23,-0.42, -0.65, -32.97, 1.2, 1.03, 4.28, repro,
2008-10-24,-0.55, -1.04, -30.91, 1.15, 0.99, 4.23, repro,
2008-10-25,0.10, -0.84, -31.62, 1.23, 1.05, 4.41, repro,
2008-10-26,-0.54, -1.34, -34.78, 1.41, 1.19, 5.03, repro,
2008-10-27,-0.45, -1.20, -38.13, 1.21, 1.03, 4.41, repro,
2008-10-28,-0.40, -1.26, -39.53, 1.21, 1.01, 4.4, repro,
2008-10-29,-0.69, -2.32, -36.77, 1.28, 1.07, 4.61, repro,
2008-10-30,-1.61, -1.03, -34.84, 1.25, 1.07, 4.58, repro,
2008-10-31,-1.91, -2.42, -37.38, 1.47, 1.25, 5.41, repro,
2008-11-01,-2.04, -2.13, -32.22, 1.7, 1.44, 6.22, repro,
2008-11-02,-2.58, -3.67, -34.09, 1.81, 1.51, 6.58, repro,
2008-11-03,-1.48, -2.28, -27.70, 1.32, 1.12, 4.85, repro,
2008-11-04,0.16, -2.75, -31.85, 1.55, 1.31, 5.68, repro,
2008-11-05,-0.23, -2.05, -34.03, 1.28, 1.09, 4.69, repro,
2008-11-06,-0.55, -1.70, -33.76, 1.28, 1.13, 4.71, repro,
2008-11-07,-0.75, -1.96, -35.91, 1.21, 1.04, 4.49, repro,
2008-11-08,-0.62, -2.40, -30.39, 1.21, 1.03, 4.48, repro,
